Trade #,Type,Signal,Date/Time,Price USD,Contracts,Profit USD,Profit %,Cum. Profit USD,Cum. Profit %,Run-up USD,Run-up %,Drawdown USD,Drawdown %
418,Entry Long,Buy,2023-10-15 20:00,27172.86,4.7019,45444.52,35.57,303848.67,17.52,50785.60,39.75,202.98,0.16
417,Exit Long,TG 1,2023-10-16 12:00,29346.69,4.701899,10221.13,8.00,258404.15,4.10,10221.13,8.00,202.98,0.16
417,Entry Long,Buy,2023-10-15 20:00,27172.86,4.701899,10221.13,8.00,258404.15,4.10,10221.13,8.00,202.98,0.16
416,Exit Short,Close Sell,2023-10-15 20:00,27172.86,9.487111,-1442.99,-0.56,248183.02,-0.58,4581.61,1.79,2911.88,1.14
416,Entry Short,Sell,2023-10-11 00:00,27020.76,9.487111,-1442.99,-0.56,248183.02,-0.58,4581.61,1.79,2911.88,1.14
415,Exit Long,Close Buy,2023-10-11 00:00,27020.76,9.456733,-820.84,-0.32,249626.01,-0.33,13969.77,5.45,3931.54,1.53
415,Entry Long,Buy,2023-09-28 16:00,27107.56,9.456733,-820.84,-0.32,249626.01,-0.33,13969.77,5.45,3931.54,1.53
414,Exit Short,SL,2023-09-28 16:00,27169.27,10.119678,-9297.66,-3.50,250446.86,-3.57,2637.90,0.99,9297.66,3.50
414,Entry Short,Sell,2023-09-24 20:00,26250.50,10.119678,-9297.66,-3.50,250446.86,-3.57,2637.90,0.99,9297.66,3.50
413,Exit Long,SL1,2023-09-24 20:00,26249.16,10.120195,-9634.93,-3.50,259744.51,-3.56,2923.72,1.06,9634.93,3.50
413,Entry Long,Buy,2023-09-18 08:00,27201.21,10.120195,-9634.93,-3.50,259744.51,-3.56,2923.72,1.06,9634.93,3.50
412,Exit Short,SL,2023-09-12 08:00,25983.11,11.363161,-9984.36,-3.50,269379.45,-3.56,2100.03,0.74,9984.36,3.50
412,Entry Short,Sell,2023-09-11 12:00,25104.45,11.363161,-9984.36,-3.50,269379.45,-3.56,2100.03,0.74,9984.36,3.50
411,Exit Long,SL1,2023-08-31 12:00,26872.55,10.472909,-10207.53,-3.50,279363.80,-3.51,346.86,0.12,10207.53,3.50
411,Entry Long,Buy,2023-08-29 16:00,27847.21,10.472909,-10207.53,-3.50,279363.80,-3.51,346.86,0.12,10207.53,3.50
410,Exit Short,Close Sell,2023-08-29 16:00,27847.21,4.897439,3832.15,2.73,289571.33,1.34,15932.54,11.36,171.70,0.12
410,Entry Short,Sell,2023-08-17 00:00,28629.69,4.897439,3832.15,2.73,289571.33,1.34,15932.54,11.36,171.70,0.12
409,Exit Short,TG 1,2023-08-17 20:00,26339.31,4.897438,11216.99,8.00,285739.18,4.07,11216.99,8.00,171.70,0.12
409,Entry Short,Sell,2023-08-17 00:00,28629.69,4.897438,11216.99,8.00,285739.18,4.07,11216.99,8.00,171.70,0.12
408,Exit Long,SL1,2023-08-17 00:00,28478.26,9.994701,-10323.53,-3.50,274522.18,-3.61,6866.86,2.33,10323.53,3.50
408,Entry Long,Buy,2023-08-08 12:00,29511.16,9.994701,-10323.53,-3.50,274522.18,-3.61,6866.86,2.33,10323.53,3.50
407,Exit Short,Close Sell,2023-08-08 12:00,29511.16,9.761704,-4207.39,-1.48,284845.71,-1.45,4448.12,1.57,9182.25,3.23
407,Entry Short,Sell,2023-07-24 12:00,29080.15,9.761704,-4207.39,-1.48,284845.71,-1.45,4448.12,1.57,9182.25,3.23
406,Exit Long,Close Buy,2023-07-24 12:00,29080.15,5.057104,11083.40,8.15,289053.10,3.97,24975.32,18.37,1208.80,0.89
406,Entry Long,Buy,2023-06-20 00:00,26888.50,5.057104,11083.40,8.15,289053.10,3.97,24975.32,18.37,1208.80,0.89
405,Exit Long,TG 1,2023-06-21 08:00,29039.58,5.057103,10878.23,8.00,277969.70,4.06,10878.23,8.00,1208.80,0.89
405,Entry Long,Buy,2023-06-20 00:00,26888.50,5.057103,10878.23,8.00,277969.70,4.06,10878.23,8.00,1208.80,0.89
404,Exit Short,Close Sell,2023-06-20 00:00,26888.50,4.853291,1037.73,0.79,267091.47,0.39,11378.69,8.65,1721.27,1.31
404,Entry Short,Sell,2023-05-31 08:00,27102.32,4.853291,1037.73,0.79,267091.47,0.39,11378.69,8.65,1721.27,1.31
403,Exit Short,TG 1,2023-06-14 20:00,24934.13,4.85329,10522.85,8.00,266053.74,4.10,10522.85,8.00,1721.27,1.31
403,Entry Short,Sell,2023-05-31 08:00,27102.32,4.85329,10522.85,8.00,266053.74,4.10,10522.85,8.00,1721.27,1.31
402,Exit Long,Close Buy,2023-05-31 08:00,27102.32,9.397452,-1637.88,-0.64,255530.88,-0.63,11101.40,4.33,2640.21,1.03
402,Entry Long,Buy,2023-05-28 12:00,27276.61,9.397452,-1637.88,-0.64,255530.88,-0.63,11101.40,4.33,2640.21,1.03
401,Exit Short,Close Sell,2023-05-28 12:00,27276.61,9.150345,6740.24,2.63,257168.76,2.68,20003.75,7.80,2883.27,1.12
401,Entry Short,Sell,2023-05-08 04:00,28013.22,9.150345,6740.24,2.63,257168.76,2.68,20003.75,7.80,2883.27,1.12
400,Exit Short,SL,2023-05-05 16:00,29526.20,9.311214,-9297.06,-3.50,250428.53,-3.57,7978.22,3.00,9297.06,3.50
400,Entry Short,Sell,2023-05-01 08:00,28527.72,9.311214,-9297.06,-3.50,250428.53,-3.57,7978.22,3.00,9297.06,3.50
399,Exit Long,SL1,2023-04-26 20:00,27387.57,9.6198,-9555.73,-3.50,259725.59,-3.54,15786.86,5.78,9555.73,3.50
399,Entry Long,Buy,2023-04-26 04:00,28380.91,9.6198,-9555.73,-3.50,259725.59,-3.54,15786.86,5.78,9555.73,3.50
398,Exit Short,Close Sell,2023-04-26 04:00,28380.91,9.543525,2164.76,0.79,269281.32,0.81,15548.41,5.69,3219.99,1.18
398,Entry Short,Sell,2023-04-20 08:00,28607.74,9.543525,2164.76,0.79,269281.32,0.81,15548.41,5.69,3219.99,1.18
397,Exit Long,Close Buy,2023-04-17 04:00,29858.51,4.984485,37358.12,33.51,267116.56,16.19,43263.34,38.81,2042.24,1.83
397,Entry Long,Buy,2023-03-13 00:00,22363.63,4.984485,37358.12,33.51,267116.56,16.19,43263.34,38.81,2042.24,1.83
396,Exit Long,TG 1,2023-03-13 12:00,24152.73,4.984485,8917.74,8.00,229758.45,4.02,8917.74,8.00,2042.24,1.83
396,Entry Long,Buy,2023-03-13 00:00,22363.63,4.984485,8917.74,8.00,229758.45,4.02,8917.74,8.00,2042.24,1.83
395,Exit Short,Close Sell,2023-03-13 00:00,22363.63,4.58703,3800.45,3.57,220840.70,1.74,16619.50,15.62,3632.88,3.41
395,Entry Short,Sell,2023-02-24 16:00,23192.15,4.58703,3800.45,3.57,220840.70,1.74,16619.50,15.62,3632.88,3.41
394,Exit Short,TG 1,2023-03-09 16:00,21336.77,4.587029,8510.68,8.00,217040.26,4.06,8510.68,8.00,3632.88,3.41
